"Crees que cuando sea presidenta, le van a pagar lo mismo que le pagaran si fuera un hombre?
"
"When someone shows you who they are, believe them. Trump has shown us who he is.
"
Women gathered in Seneca Falls 170 years ago to demand suffrage.  visited before voting for her mom.
"Uno no se intimida cuando se tienen que denunciar abusos a los derechos humanos.
"
"Every child in America deserves clean air to breathe, clean water to drink, and a safe and healthy place to live. "
"Tenemos que actuar ahora para proteger a los puertorriqueos (del Zika), especialmente a las mujeres embarazadas. "
Does Trump think he can fool us into forgetting his hateful rhetoric? Sad!
Zika has reached the  and we can't wait any longer to act. Tell Congress to address this public health crisis:
"We all know Donald Trump says offensive things about women. Here's what he says about policies that benefit women.
"
Passover is a chance to gather with loved ones and recommit to fighting all forms of injustice. Chag sameach to those celebrating. -H
"Para dejarle un mejor futuro a nuestros nios, tenemos que proteger el futuro de nuestro planeta. #DiaDeLaTierra "
"In ten years, we can generate enough renewable energy to power every home in America. #EarthDay
"
Proud of my friend  for continuing to break down barriers to voting. -H
"The climate is changing.
Republican policies aren't.

 if you agree we need to #ActOnClimate.
"
We need to act on Zikafast. Add your name and tell Congress: approve emergency funding now to keep families safe.
"""It is not enough to be on the money. You need to be making the money."" Hillary on ensuring equal pay for women"
Zika is a threat to public health &amp; we have to act now. Tell Congress to approve funding to address this crisis:  -H
Proud the  is signing the Paris climate deal. What better way to celebrate Earth Day than taking action to help save our planet? -H
"To make a better future for our kids, we've got to protect the future of our planet. Happy Earth Day. "
Conoce la historia de un gimnasio en Nueva York ayudando a concienciar sobre la encarcelacin masiva.
"""To all the people who supported Sen. Sanders, I believe there's much more that unites us than divides us."" Hillary "
"It isn't enough to just say we support equal pay for women. We have to do everything we can to make it a reality.
"
"""Once you've paid your debt to society, your voting rights should be returned immediately."" Hillary on 
"
A few bad actors supply the vast majority of guns used in crimes. We need to stop them.
Gun violence is an epidemic. We cannot become indifferent to these losses.
"""We have got to address the unequal effects of the criminal justice system on people of color."" Hillary on 
"
"If anything else killed 33,000 people per year, Congress would take action. It's time to #StopGunViolence. "
"In which Hillary reacts to  Hillary skits on 
"
"Thank you, New York. Let's go win this nomination.
"
"""Victory"" never tasted so good. Thanks, 
"
"It's important that people are held accountable for water poisoning in Flint, but Congress needs to act now to help Flint families. -H"
"A fitting tribute yesterday for Susan B. Anthony, who fought to win women the right to vote: ""I voted"" stickers. "
"""No more families should have to go through what we have.""  daughter of Sandy Hook School principal
"
"A woman, a leader, and a freedom fighter. I can't think of a better choice for the $20 bill than Harriet Tubman:  -H"
Hillary Clinton luchar para los inmigrantes para que todos puedan salir adelante.
"""Erica has turned her sorrow into a strategy and her mourning into a movement."" Hillary in New York last night
"
"""Because of you, this campaign is the only oneDemocrat or Republicanto win 10 million votes. "
"""New York is a place for dreaming big. But New Yorkers also like to get things done."" Hillary "
Esta victoria es de todos ustedes Nueva York! Muchas gracias por su apoyo. Unete a la campaa aqu
Text CONGRATS to 47246 to tell Hillary you're with her tonight.
The motto of this state is Excelsiorever upward. So lets go out and win this election and all rise together.
"New Yorkers speak every language, worship every faith, and hail from every continent. 

Our diversity is a strength, not a weakness."
"Donald Trump &amp; Ted Cruz are pushing a vision for America that's divisive &amp; dangerous.

We should be lifting people upnot tearing them down."
"New York is a place to dream bigand were setting bold, progressive goals in this campaign. But New Yorkers also like to get things done."
The race for the Democratic nomination is in the home stretch and our goal is in sight.
"We did it, New York! Watch Hillary live: "
Start spreading the news.
Tonight's victory belongs to everyone who worked hard to get out the vote. Sign up now to keep the momentum going.
"To our volunteers, organizers, and supporters who worked your hearts out in New York: This is your win. Thank you. "
Let's win this nomination. Chip in $3 to let Hillary know you've got her back all the way to the White House:
"Right back at you, New York. "
"Thank you, New York. You put your faith in me 16 years ago and again tonight. I'll never stop fighting for you. -H "
"A couple of New Yorkers heading to the polls. #PrimaryDay
"
"Just a few hours left to vote in the NY primary. Confirm your polling place, then head over:  "
Cmo funciona el sistema de delegados? Nuestro experto en delegados nos explica en esta entrevista.
Just a few hours until polls close in New York. Get the latest from #PrimaryDay on our live blog
"If we have each other's backs and treat each other with kindness and respect, there's nothing we can't do.
"
"Our country can't reach its potential unless we all do.
"
It's #PrimaryDay in New York. Get all you need to know on our live blog:
"Go vote, New York. It'll only take you one try.  #PrimaryDay "
First stop on New York primary day. #iVoted #PrimaryDay
"We asked New Yorkers what they really think of Donald Trump.

They didnt hold back.  "
New Yorkers head to the polls today.  this if youre voting for Hillary.
Alza tu voz! Encuentre dnde votar en Nueva York aqu   #EstoyConElla
"Go vote today, New YorkHillary needs you. Text WHERE to 47246 to find your polling place."
Every Republican presidential candidate would reverse  executive actions on immigration.  #FightForFamilies
"We don't all look the same, or sound the same, or worship the sameand that's one of America's biggest strengths.
"
"Push forward into the unknown,  Watch Hillary on  at 11:30pm ET. #LSSC
"
". on Hillary: ""One of the most broadly and deeply qualified presidential candidates in modern history."" "
"""She promised me to block the Constitutional amendment against gay marriage. And she did.""  "
It's time to create a path to full and equal citizenship and finally fix our broken immigration system. #FightForFamilies -H
We need comprehensive immigration reform now. I'll propose legislation within my first 100 days as president. -H
I will protect President Obama's executive actions to keep these families together and go even further to bring more families relief. -H
"Millions of families who call America home live in fear of being torn apart by deportation. Today, SCOTUS begins deciding their fate. -H"
"To everyone in Houston, please stay safe and avoid traveling. Our prayers are with you. #HoustonFlood -H"
Encuentre dnde votar en Nueva York aqu    #EstoyConElla
"No child should have to live in fear of losing her parents to deportation. #FightForFamilies
"
". thanks for your work on this issue. Your zip code shouldn't determine your ability to access healthy, affordable food."
"""Anything is possible. Do not let where you come from dictate your life.""
How one New York school is changing lives: "
"If we stand up for our values instead of turning to division and hate, there's nothing we can't do.
"
Nuestros corazones estn con los ecuatorianos y las familias que perdieron a seres queridos en el terremoto de ayer.
Our hearts go out to the people of Ecuador and the families who lost loved ones from yesterday's earthquake. -H
"A great day in East Harlem, in photos.  "
Muchos neoyorquinos luchan por pagar la renta ... y las familias latinas y afroamericanas son las ms afectadas.
"A new friend in Brooklyn.
"
"""If a young man believes that he might be a senator or  don't have to tell them not to join a gang."" "
About 90 people are killed by guns every day in America. We can't accept that as normal. #StopGunViolence
"Behind the scenes on the campaign with YouTube star 
"
Latino households are more than twice as likely as white households to face severe housing cost burdens.
Kareem Abdul-Jabbar on Hillary: She can envision a better world and take the steps to make that vision a reality.
"It's time for us to say, ""enough is enough."" We have to protect families, not the gun lobby.
"
Thinking of Boston as we remember the bombing 3 years ago. Your strength and resilience will always defeat acts of terror. #OneBostonDay -H
". is right, Congress shouldn't cut GI Bill benefits. America should fulfill our commitment to our veterans.  -H"
"You can knock us down, but you can't keep us down.
We're always getting up. We're always moving forward.
"
A quarter of renters in the  spend more than half their income on rent. We need to make housing more affordable.
"In 1992, 75% of New York's prison population came from seven neighborhoods in NYC.  is changing that.
"
"If you thought last night's debate was 
"
"This couple lost their daughter in the Aurora shooting. Now, they have to pay the gun dealer's legal fees.
"
"We need a president who will take action on gun violence and stand with victims' families against the gun lobby.
"
"A typical woman working full-time is paid just 79% of what a man makes, but there's no discount for being a woman.
"
"""We have a presidential candidate by the name of Donald Trump saying that women should be punished."" "
Sen. Sanders couldn't name a time donations influenced Hillarybecause there are none. #DemDebate (via
"A record of results, from taking on the gun lobby to securing health care for millions of kids.  #DemDebate"
"Women's rights aren't a ""distraction."" They're at the heart of who we areand we need to defend them. "
One candidate delivers catchy linesthe other delivers results. Add your name to say you're with Hillary:  #DemDebate
"If we work together, we can change history. Chip in today and get your sticker:  "
if you're standing with Hillary tonight. #DemDebate
"""Together, we won't just make promises we can't keepwe'll deliver results that will improve the lives of the people of America."" Hillary"
Southern Democratic voters matter just as much as every other Democratic voter. #DemDebate
"Donald Trump said women should be punished for seeking an abortion. That's not a distractionit's a disgrace.
"
"""We're never asked about [abortion]this goes to who we are as women: our rights, autonomy, our ability to make our own decisions."" Hillary"
Republican governors would have to fund one third of  college plan. Not likely. #DemDebate
No American should have to take out a loan to pay tuition at a public college. We should also help people with existing student debt.
"At the #DemDebate, we agree we need universal health care. Thats why Hillarys been fighting for it for 20+ years. "
"We cant afford a President Trump, Cruz, or Kasich. We need a leader on women's rights. "
"With women's health under attack across the country, how is it possible that there hasn't been a single #DemDebate question on it?"
El planeta no puede esperar por una revolucin poltica. Necesitamos soluciones prcticas para combatir el cambio climtico. #DemDebate
Four years as secretary of stateshe's got a bit of experience on foreign policy.  #DemDebate
The planet can't wait for a political revolution. We need real solutions to fight climate change now.  #DemDebate
"""It's easy to diagnose the problem. It's harder to do something about the problem."" Hillary on combating climate change #DemDebate"
"We need a president who will always put families above the gun lobby. #DemDebate
"
"Todos los nios merecen una educacin de alta calidad no importa su origen tnico, los ingresos de su familia o donde vivan. #Demdebate"
You voted for the bill.  #DemDebate
"Every child, no matter his or her race, income, or ZIP code, should be guaranteed a high-quality education. #DemDebate"
We have to tackle systemic racism and fix our broken criminal justice system.  #DemDebate
There's only one candidate on stage who thinks gun makers should be held accountable for gun deaths.  #DemDebate
How is it possible that it's easier to sue a toy maker for endangering your child than a gun maker? #DemDebate
"33,000 people die every year in this country from guns. 90 each day. 1,000 shot a year in New York City. That's not acceptable. Full stop."
"Also saved by that vote: millions of jobs, the economy, and the auto industry. #DemDebate "
Democrats agree we need to hold big banks accountablebut Hillary's the only candidate who never voted to reduce oversight on Wall Street.
It's easy to say you'll fix Wall Streetit's harder to actually do it. Hillary has a plan to get it done.  #DemDebate
Sen. Sanders talks a lot about stopping special interests for someone who's voted with the NRA over and over again. #DemDebate
"""Sen. Sanders did call me unqualified. I've been called a lot of things in my lifethat was a first."" Hillary #DemDebate"
if you're cheering on Hillary tonight. #DemDebate
"Before Hillary takes the #DemDebate stage, check out her record of results: "
"#TBT to Hillary in a 2000 debate. Tune in for tonight's #DemDebate at 9:00  ET.
"
El #DemDebate es hoy! Enva LATINOS al 47246 para que Hillary sepa que ests con ella.
"""Ive been called many things by many people. 'Quitter' is not one of them."" #TBT #DemDebate "
"You don't make America great by getting rid of everything that made America great.

Watch CNN at 9pm ET. #DemDebate
"
La situacin del virus del Zika es urgente. Tenemos que invertir ahora para desarrollar una vacuna y tratamiento.
Donald Trump's made the most reckless statements on national security by any major candidate in modern history:
Ella puede unir a personas de cada comunidad y pienso que continuar haciendo eso.
This is urgent. We need to invest in a vaccine and treatment now. My heart goes out to parents impacted by Zika.  -H
Donald Trump says wages are too high. Really? Hardworking Americans don't think so.
Environmental justice isn't just a public health issueit's a civil rights issue.
Southerners votes count as much as everyone elseswhether you won them or not.
"""Hillary Clinton luchar por nosotros"". Tom Perez
"
"Durante dcadas de servicio al pas Hillary logr resultados, especialmente para las familias. Conoce 7 de ellos. "
"Speaking is hard for me. But come January, I want to say these two words: Madam President. 
"
Clean air shouldn't be a luxury in America.
American women are 11 times more likely to be murdered by a gun than in any other developed nation:  #StopGunViolence
"""Every child and every family in America deserves clean air to breathe, clean water to drink and a safe and healthy place to live."" Hillary"
Hillary's environmental justice plan would eliminate lead as a major public health threat within 5 years:
"What happened in Flint would never have happened in a wealthy, white suburb of Detroit. Hillary"
We need to break down every barrier holding families backand that includes environmental barriers.
Tune in to watch Hillary speak at  on her plan to fight for environmental justice:
"Even in states with strict gun laws, illegal weapons are often just a bus ride away. We have to fix this: "
New York  in Clinton a superprepared warrior realist.  endorsing Hillary:
"#EqualPayDay means it's taken this long into 2016 for women, on average, to catch up to what men made in 2015. "
"Theres no discount for being a womanyet women are still paid less. 

Myths on the wage gap, debunked:  #EqualPayDay"
"It's not like women get charged less than men for groceries.

We need to ensure equal pay.
"
We've made progress on equal paybut our work isn't done. Our next president needs to keep leading the fight for it.
Reminder for Republican legislators in PA: Every woman should be free to make her own health care decisions.
Women lose out on every paycheckand women of color feel it the most. Its time to close the pay gap. #EqualPayDay
"The average woman makes just  for every $1 a man earns.

 if you agree we have to fix that. #EqualPayDay "
From one Iowa road trip to a campaign that's millions strong: here's what weve built together in the past year.
"Women earn just  for every $1 men do. It's worse for women of color. Let's close that gap. #EqualPayDay -H
"
"One year ago today.
"
"Do you think that when youre president, youll be paid as much as a man? #EqualPayDay
"
"We can't afford a President Trump, Cruz, or Kasich. 

If you agree, get your sticker   "
"A majority of Americans (and gun owners) support steps to reduce gun violence.

 if you're one of them.
"
"We can't accept this as ""normal."" It's time to help stop gun violence:  "
"If toy companies are held accountable for endangering our kids, gun makers should be too. Let's end their immunity. "
We can protect our Second Amendment rights AND take commonsense steps to prevent gun violence. Its just a question of whether we choose to.
"33,000 Americans die from gun violence each year. No other developed country comes close.  "
Our next president should always prioritize families' safety over the NRA.
We need a leader who will bring us togethernot drive us apart.
Hard choices.
"Donald Trump says we can solve Americas problems by turning against each other. He's dead wrong.
"
"Hillary talked with  about being a wonk, standing up to bullies, and some great advice for flying. "
Scary.
"""I told my oncologist that I have to be there in November to cast my ballot.""
"
"Happy birthday to a personal hero, 
"
"Thank you for your support,  "
"Every American deserves to live free from discriminationno matter who they are or who they love.
"
"""No one is better prepared to help our working families.""  first lady of New York City "
"Donald Trump says wages are too high. (Yeah, you read that right.)
"
It's not just Trump: Every Republican presidential candidate has attacked women's health and rights.
Wouldn't be a Brooklyn campaign stop without a visit to
"If you read one thing today, make it this.  by  "
Weve earned more votes than any other candidateRepublican or Democrat.
"Some say we can solve Americas problems by turning against each other. 

We know better.
"
"""I will stand my ground against any efforts to undermine our country or set us back."" Hillary "
" Stood up for 9/11 first responders
 Protected families' health
 Fought for kids' education 
And more: "
"""Right to Work"" is wrong for America. Great news in WIwe should stand with workers in the fight for their rights. "
Solo una candidata tiene ms votos que Donald Trump.
We can't sit back while politicians make it virtually impossible for women to access the health care they need.
"Ive been called a lot of things over the years, but unqualified has not been one of them. Hillary"
How much more money would you have if you didnt have student loan debt?
. stopped by the office. We interviewed her:
"Fighting for women and girls for 40 years and counting.
"
Agree? Get your free sticker:
"""Gay rights are human rights.""

Watch how Hillary helped advance gay rights around the world as secretary of state.
"
Still wondering if Hillary's qualified to be president? Good thing there's this handy quiz to give us the answer!
"""I think Hillary will go down as one of the finest secretaries of state we've had."" 
"
"""Clinton is one of the brightest people in Congress &amp; she would be an excellent choice Sen. Sanders on Hillary as Sec. of State, Nov. 2008"
"""Knowledgeable""
""Prepared""
""Qualified""

What newspapers around the country are saying about Hillary. "
"""She is the best qualified person for this moment in history I've ever seen."" 
"
Hillary worked to expand health care for millions of children:
"Thanks, Pittsburgh. It was an unqualified delight.  "
"""Voters have the chance to choose one of the most broadly and deeply qualified presidential candidates  "
There's only one candidate in this race with more votes than Donald Trump.
"We need a president who can bring people together.

Hate and bigotry have no place in America.
"
"Only one Democratic candidate has voted for the NRA's ""most important piece of legislation in 20 years.""

You. "
"Women should be paid equally to men. Period. Thanks for leading the fight on paycheck fairness,  -H "
". prioritized gun manufacturers' rights over the parents of the children killed at Sandy Hook.
"
" remember, any hateful comments are just noise compared to your voice for change. With you in the fight to stop gun violence. -H"
"Refusing to serve LGBT people because of who they are is discrimination. End of story.
 "
We need a president who doesnt just rail against trade. We need a president who knows how to compete against the rest of the world and win.
"My message to every American worker is this: I will stand with you, I will have your back. "
"Its time for more businesses to start treating workers as assets to be invested in, not costs to be cut. -Hillary"
We need to drive a manufacturing renaissance in this country. Heres how well do that:
"""'Right to Work' is wrong for workers and wrong for America. -Hillary on her opposition to restricting workers' rights"
Unions helped build the greatest middle class in history. They continue to do that today by leading the fight to #RaiseTheWage.
"If you do your part, you and your family should be able to get ahead and stay ahead. -Hillary to the "
Watch live: Hillary speaks to the  in Philadelphia on how we can help more American workers succeed:
"Instead of absurd and offensive proposals to build a wall, let's fight for comprehensive immigration reform. "
Glad to hear Pfizer is calling off the merger. We need to close the loopholes that let corporations escape paying their taxes. -H
"It is legal to pay workers with disabilities less than the minimum wage.

Let's end that:  "
"El ""plan"" de Trump para que Mxico pague por el muro es ridculo, ofensivo y castigara a familias. No es correcto. "
"If youre with Hillary, nows the time to say so. Chip in $1, and let's go win this nomination. "
Congrats to  on winning Wisconsin. To all the voters and volunteers who poured your hearts into this campaign: Forward! -H
"Trump's ""plan"" to make Mexico pay for a wall is ridiculous, offensive, and would punish kids &amp; families. It's wrong. "
We're going to make paid family leave the law of the land. Glad to see New York and San Francisco leading the way.
"Hillary in 1995: Raising the minimum wage is the right thing to do.
Hillary in 2016: Still true.
"
"This is it, Wisconsinjust a few more hours to vote for Hillary. Confirm your polling place here:  and head over now!"
Women deserve a president who'll stand up for our rightsand against Republican attempts to restrict health access and criminalize doctors.
Proud NY is leading on paid leavebut your ability to make ends meet shouldn't depend on what state you live in.
"Its 2016. The days of dismissing the pay gap as a ""women's issue"" are over. "
"When you shortchange women, you shortchange all of us. We need to close the pay gap once and for all. "
Minimum wage earners are disproportionately women of color. Raising it would help millions of families.
It's time to tear down the barriers that are holding too many women back. Watch Hillary's town hall in Brooklyn:
Make sure your friends in Wisconsin vote for Hillary today! Send them a message with our friend finder:
"We need to make college more affordable. Relying on Republican governors like  isn't the way to do it.
"
Wisconsin: Go vote today! Text WHERE to 47246 to find your polling place.
"We should all be able to get time off to care for a newborn baby or sick spouse. It's time to guarantee paid leave.
"
I miss my son more than I can  will never stop fighting for justice. Neither will Hillary Clinton.
"Its Primary Day, Wisconsin! Retweet if youre heading to the polls and voting for Hillary. "
"How can you stop  and the GOP's attacks on education and women's rights?

Vote:  "
"Born on this day in 1928, Maya Angelous voice holds a powerful place in the ongoing fight for justice. "
"48 years ago, we lost a giant in the fight for equality. Lets honor Dr. King and keep bending the arc of the moral universe toward justice."
Raising the minimum wage will help millions of families around the countryespecially women:
Hillary Clinton cree que la educacin es la clave para salir adelante. Lee el artculo.
Hardworking Americans deserve a raise. Its time to increase the minimum wage:
"Donald Trump says that wages are too high, but we know better. Americans deserve a raise. #RaiseTheWage"
"If we care about working families, we should make it easier to work and have a family. "
"In our democracy, every one of our voices should count. Glad the Supreme Court affirmed this fundamental right. "
"New York is about to #RaiseTheWage and expand paid leave.

Watch Hillary and  speak at the bill signing. "
No student should have to borrow money to pay tuition at a public college. Here's how we can achieve that:
"Hillarys plan to make college more affordable won't depend on billions upfront from GOP governors like Scott Walker
"
You should never have to choose between your paycheck and taking care of your family.
We need to make it easier to balance work and family.
A retired auto worker on why shes for Hillary: I like her strength even though she went through some challenges.
Nueva York le dio una oportunidad a Hillary de ser su senadora. Ella luch por ellos y estos fueron los resultados.
"Pre-game pep talk in Syracuse.
"
"We can't let Republican governors get in the way of affordable college. Read Hillary's plan: 
"
"Watch   welcome Hillary to Harlem with the national anthem. Work.
"
"""Es una amiga nuestra de mucho antes y de siempre"". Congresista Luis Gutirrez sobre Hillary Clinton
"
". Do you trust Donald Trump with our military?

Hillary: Of course not. 
"
"Youve always had my back, and Ive always tried to have yours.  "
"Picked up this necklace at a great women-owned shop in Madison, WI. Looks like they've got fans in New York, too. -H "
"From Super Tuesday to ""Live at the Apollo."" March, in photos.  "
Trump's attacks on women's health are just as bad as the rest of the GOP candidates'.
Candidates who support the assault on women's rights have no business being president.
14.4 million new jobsand 11 other numbers that show how far weve come under
"Every Republican candidate wants to ban abortion, and their frontrunner said he'd punish women seeking it. "
"Now that's what we call #NewYorkValues. Thanks,  -H "
"Some are claiming we can solve Americas problems by building walls and turning against each other.

We know better.
"
We cant afford to let this agenda into the White House. (via
"Our diversity and willingness to change have been making America great for decades. #TBT
"
"Lets keep fighting for the safety, respect, and full equality for all trans people.  #TransDayofVisibility"
Still nothing from Congress to help the people of Puerto Rico. Time for action on the debt crisis that preserves PR's self-government.
Chip in $1 and get this sticker if you agree: We cant afford a President Trump.
En el da de #CesarChavez honramos un luchador del movimiento laboral quien empoder a trabajadores por todo el pas.
"On #CesarChavezDay, we honor a champion of the American labor movement who empowered workers everywhere. "
Wouldnt want to face these women on the field or in the courtroom. Every woman deserves equal pay.
". said women should be punished for having an abortion.

We can't let him be president.
"
"Yet another idea from  that's ignorant, reckless, and frankly absurd. Sad! "
"At this point, Donald Trump has insulted the vast majority of Americans. The good news is, there's something we can all do about it: Vote."
"Every womanregardless of income or zip codedeserves access to health care. If you don't get that, you have no business being president."
"Women, especially low-income women and women of color, are already being punished by GOP-led efforts to stigmatize and restrict health care."
"Remember: If you make abortion a crime, you make women who seek abortions criminals. You put one in three women at risk."
"The fact is, Trump isn't that different from every other Republican candidate who would also outlaw abortion."
"Even by his impossibly low standards,  suggestion that women be punished for seeking abortion is abhorrent."
"Maya Angelou said: ""When people show you who they are, believe them."" Trump can try to walk back his words, but we heard him loud and clear."
"We cant let someone with this much contempt for womens rights anywhere near the White House.
"
Just when you thought it couldn't get worse. Horrific and telling. -H
"Lets have each others backs, lift each other up, and break down all the barriers holding us back.
"
"When a candidate for president says we can solve Americas problems by building walls and discriminating, New Yorkers know better."
"New York is home to 20 million people. We dont all look the same. We dont all sound the same or worship the same, but we pull together."
Our next president has to be just as passionate about defending our people and our country as about fixing our economy.
"""We need a president who will help break down all the barriers holding Americans back, not just some."" -Hillary"
"""This is NY. Nobody dreams bigger than we do. But this is a city that likes to get things done. Thats what we want from our president too."""
Some folks may have the luxury to hold out for the perfect. But a lot of Americans are hurting right now and they cant wait for that.
"""Isnt it time to finally guarantee equal pay for the work women do? -Hillary "
"""New Yorkers have always believed that if you work hard and you do your part, you should be able to get ahead and stay ahead."" -Hillary"
So far weve received nearly 9 million votesmore than a million more than Donald Trump and 2.5 million more than Senator Sanders.
Any candidate seriously competing to be president should seriously campaign everywhere. Thats what weve done.
Live at the  Hillary's speaking now about the values that make New Yorkand Americagreat:
Enough is enough. It's time to take a stand against Republican leaders' obstruction and recklessness.
The choice: Hillary is standing up to the NRA. Senator Sanders voted with them.
When in Wisconsin.
Senate Republicans are ignoring the voices of 65 million Americans who voted to re-elect Barack Obama. #DoYourJob
"(The ""F"" doesn't stand for ""friends"") "
"""Donald Trump is running a cynical campaign of hate and  he is pitting Americans against each other.""
"
#Friedrichs decision rightfully leaves in place protections for workers and unionsand is a reminder that our values are at stake on SCOTUS.
I refuse to sit on the sidelines while more children die.
"""Every day, another Republican bemoans the rise of Donald  but [he] didnt come out of nowhere."" Hillary
"
We cant let Donald Trump anywhere near the Supreme Court.
65 million Americans voted to re-elect  Hes nominated a SCOTUS Justice as the Constitution requires.  #DoYourJob.
